order_id,order_date,customer_id,customer_segment,country,city,product_category,product_name,quantity,unit_price,discount_applied,tax_amount,total_amount,payment_method,order_status,updated_at
2103,26-07-2022,C5386,Corporate,USA,Austin,Electronics,Laptop,3,1424,0,427.2,4699.2,Debit Card,Returned,26-07-2022
2104,02-06-2024,C6460,Home Office,India,Chennai,Fashion,Shoes,2,1565,150,313,3293,Debit Card,Completed,02-06-2024
2105,21-10-2022,C2898,Consumer,Germany,Munich,Fashion,Jeans,5,1483,0,741.5,8156.5,Credit Card,Completed,21-10-2022
2106,03-02-2023,C3971,Consumer,UK,Manchester,Electronics,Mobile,5,2970,50,1485,16285,Credit Card,Cancelled,03-02-2023
2107,05-02-2021,C9225,Consumer,India,Bangalore,Electronics,Mobile,1,2094,50,209.4,2253.4,Credit Card,Cancelled,05-02-2021
2108,16-01-2022,C7331,Home Office,UK,London,Groceries,Oil,2,1465,100,293,3123,Debit Card,Completed,16-01-2022
2109,10-11-2024,C8177,Home Office,India,Chennai,Electronics,Mobile,5,1011,0,505.5,5560.5,Net Banking,Cancelled,10-11-2024
2110,06-08-2021,C7294,Home Office,USA,San Francisco,Groceries,Spices,1,384,50,38.4,372.4,Cash,Returned,06-08-2021
2111,31-08-2021,C5432,Consumer,USA,San Francisco,Home Appliances,Washing Machine,2,2306,100,461.2,4973.2,Cash,Returned,31-08-2021
2112,07-11-2021,C5095,Consumer,UK,London,Fashion,Shoes,3,547,100,164.1,1705.1,Credit Card,Completed,07-11-2021
2113,05-07-2025,C5482,Corporate,Germany,Berlin,Groceries,Rice,2,2926,100,585.2,6337.2,Debit Card,Returned,05-07-2025
2114,03-02-2022,C8493,Consumer,India,Mumbai,Groceries,Rice,1,2108,0,210.8,2318.8,Debit Card,Cancelled,03-02-2022
2115,08-10-2021,C6185,Home Office,USA,New York,Electronics,Laptop,3,2000,0,600,6600,Net Banking,Cancelled,08-10-2021
2116,08-11-2023,C3867,Consumer,Germany,Munich,Groceries,Oil,5,2668,50,1334,14624,Cash,Completed,08-11-2023
2117,11-05-2022,C3206,Home Office,UK,Manchester,Fashion,Shoes,3,442,150,132.6,1308.6,Cash,Cancelled,11-05-2022
2118,10-12-2024,C1279,Consumer,Germany,Berlin,Home Appliances,Refrigerator,1,1611,50,161.1,1722.1,Cash,Cancelled,10-12-2024
2119,17-01-2022,C1679,Consumer,Germany,Berlin,Groceries,Rice,5,1999,100,999.5,10894.5,Net Banking,Completed,17-01-2022
2120,26-05-2023,C7015,Consumer,Germany,Berlin,Electronics,Headphones,3,2265,150,679.5,7324.5,Cash,Cancelled,26-05-2023
2121,02-09-2022,C1927,Home Office,USA,New York,Groceries,Spices,1,239,100,23.9,162.9,Credit Card,Returned,02-09-2022
2122,03-10-2024,C3080,Home Office,USA,New York,Home Appliances,Refrigerator,4,663,0,265.2,2917.2,UPI,Completed,03-10-2024
2123,18-07-2023,C6112,Corporate,UK,Manchester,Fashion,Jeans,5,206,50,103,1083,Net Banking,Cancelled,18-07-2023
2124,23-04-2025,C2667,Consumer,USA,San Francisco,Home Appliances,Refrigerator,2,745,0,149,1639,Credit Card,Returned,23-04-2025
2125,23-02-2024,C8289,Corporate,USA,Austin,Groceries,Rice,1,1077,0,107.7,1184.7,Net Banking,Returned,23-02-2024
2126,14-09-2024,C9600,Consumer,USA,San Francisco,Electronics,Mobile,2,1050,100,210,2210,UPI,Completed,14-09-2024
2127,28-04-2025,C8158,Home Office,Germany,Berlin,Groceries,Spices,1,2885,0,288.5,3173.5,Debit Card,Completed,28-04-2025
2128,15-06-2022,C3198,Consumer,USA,Chicago,Groceries,Oil,4,2873,100,1149.2,12541.2,UPI,Returned,15-06-2022
2129,07-03-2024,C2329,Consumer,Germany,Munich,Electronics,Headphones,1,1867,0,186.7,2053.7,UPI,Completed,07-03-2024
2130,21-09-2023,C4292,Home Office,India,Chennai,Groceries,Spices,5,779,0,389.5,4284.5,Debit Card,Completed,21-09-2023
2131,20-09-2021,C2990,Consumer,USA,Chicago,Electronics,Mobile,4,2424,0,969.6,10665.6,Cash,Cancelled,20-09-2021
2132,03-10-2025,C6869,Home Office,Germany,Berlin,Fashion,T-Shirt,5,2710,50,1355,14855,Cash,Completed,03-10-2025
2133,02-06-2021,C6362,Corporate,UK,Manchester,Electronics,Laptop,1,583,0,58.3,641.3,Net Banking,Cancelled,02-06-2021
2134,28-03-2024,C2316,Corporate,USA,New York,Home Appliances,Washing Machine,4,2031,50,812.4,8886.4,Cash,Cancelled,28-03-2024
2135,16-11-2023,C3855,Consumer,UK,Manchester,Groceries,Oil,1,2419,50,241.9,2610.9,Credit Card,Completed,16-11-2023
2136,23-01-2023,C1277,Corporate,USA,Chicago,Electronics,Laptop,3,1685,150,505.5,5410.5,UPI,Cancelled,23-01-2023
2137,07-10-2024,C7124,Home Office,Germany,Munich,Home Appliances,Refrigerator,4,1268,0,507.2,5579.2,Credit Card,Returned,07-10-2024
2138,17-02-2021,C3886,Home Office,UK,London,Home Appliances,Microwave,2,632,100,126.4,1290.4,Net Banking,Returned,17-02-2021
2139,13-08-2023,C1474,Consumer,Germany,Berlin,Fashion,Shoes,3,1117,50,335.1,3636.1,UPI,Completed,13-08-2023
2140,13-11-2025,C6263,Consumer,UK,London,Groceries,Oil,1,2210,0,221,2431,Debit Card,Completed,13-11-2025
2141,08-12-2025,C2454,Consumer,UK,London,Fashion,Jeans,5,2928,0,1464,16104,Cash,Returned,08-12-2025
2142,01-05-2021,C3616,Consumer,Germany,Berlin,Groceries,Oil,4,2885,150,1154,12544,Credit Card,Cancelled,01-05-2021
2143,03-06-2024,C6471,Consumer,India,Chennai,Groceries,Spices,4,301,150,120.4,1174.4,UPI,Returned,03-06-2024
2144,22-04-2024,C5759,Consumer,India,Delhi,Electronics,Mobile,3,2272,100,681.6,7397.6,Net Banking,Completed,22-04-2024
2145,06-04-2023,C1511,Corporate,India,Chennai,Electronics,Headphones,3,1712,150,513.6,5499.6,Credit Card,Cancelled,06-04-2023
2146,19-12-2025,C7335,Corporate,Germany,Berlin,Groceries,Oil,2,382,100,76.4,740.4,UPI,Returned,19-12-2025
2147,30-01-2023,C4136,Home Office,India,Bangalore,Home Appliances,Microwave,1,2411,50,241.1,2602.1,Debit Card,Cancelled,30-01-2023
2148,18-09-2023,C5594,Consumer,Germany,Berlin,Electronics,Mobile,3,2034,50,610.2,6662.2,Cash,Cancelled,18-09-2023
2149,26-02-2022,C3542,Consumer,USA,New York,Electronics,Mobile,3,1261,0,378.3,4161.3,Debit Card,Completed,26-02-2022
2150,17-08-2023,C5163,Home Office,USA,Austin,Groceries,Rice,1,518,0,51.8,569.8,Credit Card,Completed,17-08-2023
2151,17-01-2023,C6642,Corporate,UK,London,Home Appliances,Microwave,3,1801,0,540.3,5943.3,Credit Card,Returned,17-01-2023
2152,06-01-2025,C3645,Consumer,UK,Manchester,Home Appliances,Refrigerator,3,716,150,214.8,2212.8,Credit Card,Cancelled,06-01-2025
2153,29-09-2022,C7438,Consumer,UK,London,Fashion,Shoes,4,2232,150,892.8,9670.8,Cash,Returned,29-09-2022
2154,23-08-2021,C3651,Home Office,Germany,Munich,Home Appliances,Refrigerator,3,2189,150,656.7,7073.7,UPI,Returned,23-08-2021
2155,06-02-2021,C4552,Corporate,USA,Chicago,Fashion,Shoes,2,869,50,173.8,1861.8,Credit Card,Cancelled,06-02-2021
2156,21-06-2025,C1907,Consumer,USA,San Francisco,Fashion,T-Shirt,2,2292,0,458.4,5042.4,UPI,Completed,21-06-2025
2157,18-09-2021,C1160,Consumer,India,Mumbai,Groceries,Rice,1,1853,50,185.3,1988.3,Credit Card,Completed,18-09-2021
2158,17-09-2025,C3355,Home Office,UK,London,Electronics,Mobile,1,1570,0,157,1727,Cash,Returned,17-09-2025
2159,27-09-2021,C8643,Home Office,USA,San Francisco,Home Appliances,Refrigerator,5,1727,0,863.5,9498.5,Debit Card,Cancelled,27-09-2021
2160,27-12-2024,C9941,Corporate,India,Chennai,Fashion,Shoes,5,1168,50,584,6374,Net Banking,Returned,27-12-2024
2161,24-10-2022,C6096,Corporate,India,Delhi,Electronics,Laptop,1,362,100,36.2,298.2,Debit Card,Cancelled,24-10-2022
2162,11-06-2023,C1433,Home Office,India,Mumbai,Home Appliances,Washing Machine,1,501,50,50.1,501.1,Credit Card,Completed,11-06-2023
2163,24-06-2024,C7215,Consumer,UK,Manchester,Groceries,Spices,5,1348,50,674,7364,Debit Card,Returned,24-06-2024
2164,27-04-2021,C1091,Consumer,India,Chennai,Electronics,Headphones,2,1568,100,313.6,3349.6,Credit Card,Completed,27-04-2021
2165,15-12-2021,C2268,Corporate,USA,Chicago,Groceries,Oil,2,2911,0,582.2,6404.2,Debit Card,Completed,15-12-2021
2166,17-07-2021,C8010,Corporate,USA,Austin,Electronics,Headphones,5,1017,0,508.5,5593.5,Cash,Completed,17-07-2021
2167,28-12-2023,C8673,Consumer,Germany,Munich,Home Appliances,Microwave,5,2815,0,1407.5,15482.5,Net Banking,Cancelled,28-12-2023
2168,07-10-2021,C5579,Home Office,Germany,Berlin,Groceries,Rice,5,1944,150,972,10542,Cash,Completed,07-10-2021
2169,18-01-2022,C6067,Consumer,USA,Austin,Electronics,Laptop,3,2460,0,738,8118,Debit Card,Completed,18-01-2022
2170,14-10-2021,C1701,Consumer,India,Chennai,Groceries,Spices,2,1309,0,261.8,2879.8,Debit Card,Returned,14-10-2021
2171,30-01-2024,C6279,Corporate,Germany,Berlin,Electronics,Headphones,4,2432,150,972.8,10550.8,Credit Card,Cancelled,30-01-2024
2172,02-03-2024,C2656,Home Office,Germany,Munich,Groceries,Rice,2,1446,100,289.2,3081.2,UPI,Returned,02-03-2024
2173,14-01-2025,C8826,Corporate,Germany,Munich,Groceries,Spices,1,610,50,61,621,UPI,Cancelled,14-01-2025
2174,17-07-2024,C7261,Home Office,USA,Chicago,Home Appliances,Washing Machine,1,2337,150,233.7,2420.7,Cash,Completed,17-07-2024
2175,15-04-2021,C5442,Consumer,UK,London,Home Appliances,Washing Machine,3,2124,0,637.2,7009.2,Cash,Cancelled,15-04-2021
2176,07-01-2021,C5553,Consumer,India,Mumbai,Groceries,Spices,5,1543,0,771.5,8486.5,Credit Card,Cancelled,07-01-2021
2177,21-03-2021,C3434,Consumer,USA,New York,Home Appliances,Washing Machine,2,782,100,156.4,1620.4,Cash,Cancelled,21-03-2021
2178,23-03-2023,C8779,Consumer,UK,Manchester,Electronics,Mobile,3,440,150,132,1302,Cash,Cancelled,23-03-2023
2179,01-07-2022,C4231,Home Office,India,Bangalore,Electronics,Headphones,2,948,0,189.6,2085.6,Debit Card,Cancelled,01-07-2022
2180,13-01-2021,C3136,Home Office,India,Delhi,Groceries,Spices,3,2724,0,817.2,8989.2,UPI,Cancelled,13-01-2021
2181,09-05-2022,C9124,Consumer,UK,Manchester,Home Appliances,Microwave,1,2340,100,234,2474,Debit Card,Cancelled,09-05-2022
2182,23-03-2021,C1758,Corporate,UK,Manchester,Home Appliances,Microwave,3,1221,0,366.3,4029.3,Debit Card,Returned,23-03-2021
2183,15-03-2021,C3099,Corporate,Germany,Berlin,Home Appliances,Washing Machine,3,408,50,122.4,1296.4,Net Banking,Completed,15-03-2021
2184,22-07-2022,C3953,Corporate,India,Bangalore,Fashion,Shoes,1,339,150,33.9,222.9,Net Banking,Completed,22-07-2022
2185,29-05-2024,C9900,Corporate,UK,London,Groceries,Spices,2,1485,150,297,3117,UPI,Cancelled,29-05-2024
2186,11-01-2022,C8003,Home Office,India,Chennai,Fashion,T-Shirt,5,2757,0,1378.5,15163.5,Net Banking,Completed,11-01-2022
2187,06-12-2025,C5234,Consumer,USA,Chicago,Fashion,Jeans,2,1951,0,390.2,4292.2,Cash,Cancelled,06-12-2025
2188,28-09-2024,C5048,Corporate,Germany,Munich,Groceries,Oil,1,2735,150,273.5,2858.5,Credit Card,Returned,28-09-2024
2189,07-03-2025,C5223,Home Office,UK,London,Fashion,Shoes,2,2508,50,501.6,5467.6,Net Banking,Cancelled,07-03-2025
2190,07-12-2022,C9927,Consumer,India,Bangalore,Home Appliances,Refrigerator,1,429,100,42.9,371.9,UPI,Returned,07-12-2022
2191,20-08-2025,C8352,Home Office,USA,Chicago,Electronics,Mobile,3,863,150,258.9,2697.9,Credit Card,Returned,20-08-2025
2192,25-07-2024,C7271,Home Office,Germany,Berlin,Fashion,T-Shirt,5,547,0,273.5,3008.5,Cash,Cancelled,25-07-2024
2193,23-04-2024,C9669,Consumer,USA,New York,Fashion,Jeans,1,799,0,79.9,878.9,UPI,Returned,23-04-2024
2194,25-11-2024,C9991,Consumer,UK,London,Groceries,Spices,5,1797,150,898.5,9733.5,Net Banking,Returned,25-11-2024
2195,10-09-2022,C2503,Home Office,USA,Chicago,Home Appliances,Washing Machine,5,2291,0,1145.5,12600.5,Credit Card,Returned,10-09-2022
2196,12-08-2022,C7010,Corporate,USA,New York,Electronics,Mobile,4,613,0,245.2,2697.2,Cash,Cancelled,12-08-2022
2197,21-09-2021,C4906,Corporate,Germany,Munich,Home Appliances,Washing Machine,1,1672,100,167.2,1739.2,UPI,Cancelled,21-09-2021
2198,11-12-2025,C7696,Corporate,UK,London,Groceries,Spices,2,306,150,61.2,523.2,Debit Card,Cancelled,11-12-2025
2199,03-01-2024,C1766,Corporate,UK,London,Home Appliances,Washing Machine,5,1364,0,682,7502,UPI,Cancelled,03-01-2024
2200,19-04-2023,C8004,Corporate,India,Bangalore,Home Appliances,Refrigerator,3,2003,0,600.9,6609.9,Debit Card,Cancelled,19-04-2023
2201,04-03-2025,C6021,Consumer,USA,Chicago,Groceries,Spices,1,1206,100,120.6,1226.6,Credit Card,Returned,04-03-2025
2202,01-08-2023,C8153,Consumer,UK,Manchester,Home Appliances,Washing Machine,4,1024,150,409.6,4355.6,Cash,Cancelled,01-08-2023
2203,11-12-2021,C7529,Home Office,UK,Manchester,Electronics,Headphones,5,2170,100,1085,11835,Cash,Returned,11-12-2021
2204,25-11-2025,C5860,Consumer,Germany,Munich,Fashion,T-Shirt,4,812,150,324.8,3422.8,Credit Card,Returned,25-11-2025
2205,23-05-2023,C6228,Corporate,USA,San Francisco,Groceries,Spices,1,904,0,90.4,994.4,Net Banking,Returned,23-05-2023
2206,23-03-2021,C1034,Home Office,India,Bangalore,Home Appliances,Refrigerator,3,2399,0,719.7,7916.7,Debit Card,Returned,23-03-2021
2207,01-07-2021,C4258,Corporate,Germany,Berlin,Groceries,Oil,5,1779,150,889.5,9634.5,Cash,Cancelled,01-07-2021
2208,29-03-2023,C7569,Consumer,USA,San Francisco,Electronics,Laptop,3,2990,150,897,9717,Cash,Completed,29-03-2023
2209,01-07-2021,C6015,Consumer,Germany,Munich,Electronics,Laptop,1,2054,50,205.4,2209.4,UPI,Returned,01-07-2021
2210,05-03-2023,C6582,Home Office,UK,London,Fashion,T-Shirt,3,1286,100,385.8,4143.8,Debit Card,Cancelled,05-03-2023
2211,31-12-2022,C8868,Home Office,USA,Austin,Home Appliances,Microwave,2,1156,50,231.2,2493.2,Net Banking,Completed,31-12-2022
2212,16-05-2024,C4456,Corporate,USA,San Francisco,Groceries,Oil,5,2772,0,1386,15246,Credit Card,Completed,16-05-2024
2213,29-03-2025,C4772,Consumer,India,Mumbai,Groceries,Spices,1,348,0,34.8,382.8,Net Banking,Returned,29-03-2025
2214,30-07-2023,C3217,Corporate,USA,San Francisco,Fashion,Shoes,2,805,150,161,1621,Cash,Returned,30-07-2023
2215,03-02-2023,C2708,Corporate,Germany,Berlin,Groceries,Spices,5,2676,0,1338,14718,Cash,Completed,03-02-2023
2216,12-01-2024,C2434,Corporate,UK,Manchester,Groceries,Spices,3,364,50,109.2,1151.2,UPI,Completed,12-01-2024
2217,25-11-2025,C3794,Consumer,UK,Manchester,Electronics,Laptop,3,2463,0,738.9,8127.9,Credit Card,Cancelled,25-11-2025
2218,16-07-2022,C1712,Corporate,India,Chennai,Fashion,T-Shirt,1,1537,0,153.7,1690.7,Cash,Returned,16-07-2022
2219,08-12-2021,C2016,Corporate,India,Delhi,Fashion,T-Shirt,2,721,150,144.2,1436.2,Cash,Cancelled,08-12-2021
2220,22-05-2024,C5533,Home Office,India,Delhi,Home Appliances,Refrigerator,4,2084,100,833.6,9069.6,Credit Card,Cancelled,22-05-2024
2221,16-04-2023,C6524,Corporate,UK,London,Electronics,Headphones,4,1860,50,744,8134,UPI,Cancelled,16-04-2023
2222,13-01-2023,C2274,Corporate,UK,Manchester,Home Appliances,Washing Machine,1,1736,50,173.6,1859.6,Net Banking,Returned,13-01-2023
2223,12-04-2023,C6669,Corporate,USA,Chicago,Fashion,Shoes,4,516,50,206.4,2220.4,UPI,Cancelled,12-04-2023
2224,19-06-2025,C9186,Consumer,India,Mumbai,Home Appliances,Microwave,5,2430,0,1215,13365,Net Banking,Completed,19-06-2025
2225,26-06-2025,C9031,Home Office,USA,New York,Electronics,Headphones,4,626,0,250.4,2754.4,Credit Card,Returned,26-06-2025
2226,19-09-2025,C2252,Corporate,India,Mumbai,Electronics,Mobile,1,2137,100,213.7,2250.7,Net Banking,Returned,19-09-2025
2227,15-10-2022,C8441,Corporate,India,Bangalore,Groceries,Oil,4,347,150,138.8,1376.8,Cash,Completed,15-10-2022
2228,21-10-2025,C7903,Corporate,UK,Manchester,Groceries,Rice,2,429,0,85.8,943.8,Cash,Cancelled,21-10-2025
2229,19-09-2023,C7166,Consumer,Germany,Berlin,Home Appliances,Refrigerator,2,607,150,121.4,1185.4,Credit Card,Returned,19-09-2023
2230,17-06-2024,C3026,Consumer,India,Chennai,Electronics,Laptop,2,1343,0,268.6,2954.6,Cash,Cancelled,17-06-2024
2231,25-12-2022,C2414,Consumer,India,Bangalore,Fashion,T-Shirt,4,592,0,236.8,2604.8,Credit Card,Cancelled,25-12-2022
2232,23-09-2024,C2134,Corporate,Germany,Munich,Home Appliances,Refrigerator,5,2874,50,1437,15757,Debit Card,Completed,23-09-2024
2233,02-05-2023,C1288,Home Office,UK,Manchester,Fashion,T-Shirt,3,2594,0,778.2,8560.2,UPI,Cancelled,02-05-2023
2234,17-12-2025,C8183,Consumer,UK,Manchester,Home Appliances,Microwave,5,2626,0,1313,14443,Debit Card,Returned,17-12-2025
2235,15-04-2023,C3422,Home Office,UK,London,Home Appliances,Washing Machine,3,1650,150,495,5295,Debit Card,Completed,15-04-2023
2236,21-10-2023,C9391,Consumer,UK,London,Home Appliances,Washing Machine,3,1231,0,369.3,4062.3,Debit Card,Returned,21-10-2023
2237,03-02-2025,C3929,Corporate,Germany,Munich,Fashion,T-Shirt,5,2967,100,1483.5,16218.5,Net Banking,Returned,03-02-2025
2238,06-03-2023,C5780,Corporate,USA,Chicago,Fashion,Jeans,5,2195,150,1097.5,11922.5,Credit Card,Returned,06-03-2023
2239,25-12-2025,C3253,Corporate,UK,London,Groceries,Spices,5,1352,100,676,7336,Debit Card,Completed,25-12-2025
2240,02-03-2022,C4264,Home Office,India,Chennai,Fashion,T-Shirt,3,429,150,128.7,1265.7,Cash,Cancelled,02-03-2022
2241,30-09-2021,C4477,Corporate,UK,London,Electronics,Laptop,3,2651,100,795.3,8648.3,Credit Card,Returned,30-09-2021
2242,16-06-2025,C6486,Home Office,Germany,Berlin,Electronics,Mobile,3,1601,50,480.3,5233.3,Cash,Cancelled,16-06-2025
2243,18-05-2021,C1865,Home Office,USA,Chicago,Fashion,T-Shirt,3,306,50,91.8,959.8,UPI,Returned,18-05-2021
2244,18-12-2021,C7735,Consumer,Germany,Munich,Groceries,Rice,3,1119,100,335.7,3592.7,Credit Card,Returned,18-12-2021
2245,24-04-2021,C7035,Home Office,UK,London,Home Appliances,Microwave,3,1585,150,475.5,5080.5,Credit Card,Returned,24-04-2021
2246,25-04-2023,C3970,Home Office,UK,Manchester,Home Appliances,Washing Machine,5,436,100,218,2298,Cash,Cancelled,25-04-2023
2247,26-02-2022,C6272,Home Office,Germany,Munich,Electronics,Laptop,5,2105,150,1052.5,11427.5,Credit Card,Completed,26-02-2022
2248,16-04-2021,C5186,Corporate,Germany,Berlin,Electronics,Laptop,3,2184,50,655.2,7157.2,Debit Card,Cancelled,16-04-2021
2249,07-09-2022,C9198,Home Office,India,Bangalore,Home Appliances,Washing Machine,3,2622,150,786.6,8502.6,UPI,Completed,07-09-2022
2250,29-11-2022,C8727,Consumer,India,Mumbai,Electronics,Mobile,1,1784,150,178.4,1812.4,UPI,Completed,29-11-2022
2251,23-10-2023,C9914,Consumer,USA,Austin,Electronics,Mobile,3,2693,150,807.9,8736.9,Cash,Returned,23-10-2023
2252,06-06-2022,C3927,Corporate,USA,San Francisco,Home Appliances,Microwave,3,1982,150,594.6,6390.6,Cash,Completed,06-06-2022
2253,01-06-2022,C8169,Home Office,India,Chennai,Groceries,Spices,1,2506,100,250.6,2656.6,Cash,Cancelled,01-06-2022
2254,22-08-2021,C4498,Consumer,Germany,Munich,Groceries,Rice,1,2618,150,261.8,2729.8,Cash,Completed,22-08-2021
2255,02-02-2021,C8977,Corporate,USA,Chicago,Fashion,Shoes,1,558,0,55.8,613.8,Credit Card,Returned,02-02-2021
2256,15-02-2023,C3343,Home Office,USA,Austin,Electronics,Laptop,5,2797,0,1398.5,15383.5,UPI,Returned,15-02-2023
2257,13-08-2025,C6082,Corporate,India,Delhi,Fashion,Shoes,5,1186,50,593,6473,Cash,Completed,13-08-2025
2258,26-11-2025,C4538,Consumer,USA,New York,Groceries,Oil,1,1363,50,136.3,1449.3,Cash,Completed,26-11-2025
2259,11-07-2022,C7121,Consumer,India,Mumbai,Electronics,Laptop,1,1352,50,135.2,1437.2,Net Banking,Completed,11-07-2022
2260,15-12-2024,C3973,Home Office,Germany,Berlin,Home Appliances,Washing Machine,3,1646,50,493.8,5381.8,Cash,Returned,15-12-2024
2261,29-01-2025,C8774,Corporate,India,Mumbai,Electronics,Headphones,4,962,100,384.8,4132.8,Net Banking,Returned,29-01-2025
2262,02-12-2022,C2845,Corporate,UK,London,Home Appliances,Microwave,3,1442,150,432.6,4608.6,UPI,Cancelled,02-12-2022
2263,16-10-2022,C4147,Home Office,USA,Chicago,Home Appliances,Refrigerator,4,945,100,378,4058,Net Banking,Returned,16-10-2022
2264,05-11-2022,C2853,Home Office,Germany,Munich,Fashion,Shoes,1,2534,100,253.4,2687.4,UPI,Completed,05-11-2022
2265,05-10-2024,C3530,Consumer,USA,Austin,Fashion,Shoes,4,2175,0,870,9570,Net Banking,Returned,05-10-2024
2266,23-08-2024,C1951,Home Office,India,Chennai,Fashion,Shoes,2,1919,100,383.8,4121.8,Debit Card,Returned,23-08-2024
2267,28-05-2022,C5185,Home Office,USA,Austin,Home Appliances,Washing Machine,5,1646,50,823,9003,UPI,Completed,28-05-2022
2268,01-08-2023,C1472,Home Office,UK,Manchester,Groceries,Oil,2,1525,150,305,3205,Cash,Completed,01-08-2023
2269,17-09-2021,C6340,Corporate,USA,Chicago,Electronics,Mobile,5,1441,0,720.5,7925.5,Credit Card,Returned,17-09-2021
2270,28-01-2021,C7884,Home Office,UK,Manchester,Groceries,Oil,3,1160,0,348,3828,UPI,Returned,28-01-2021
2271,31-08-2024,C1093,Corporate,USA,Austin,Electronics,Mobile,2,894,50,178.8,1916.8,Credit Card,Returned,31-08-2024
2272,28-08-2021,C1486,Home Office,UK,Manchester,Electronics,Laptop,3,1454,0,436.2,4798.2,UPI,Cancelled,28-08-2021
2273,05-08-2023,C3388,Home Office,USA,San Francisco,Electronics,Mobile,5,2955,100,1477.5,16152.5,Credit Card,Cancelled,05-08-2023
2274,10-08-2025,C1469,Consumer,Germany,Munich,Home Appliances,Refrigerator,3,270,0,81,891,Net Banking,Cancelled,10-08-2025
2275,23-09-2025,C3983,Home Office,Germany,Munich,Fashion,Jeans,4,2575,0,1030,11330,UPI,Returned,23-09-2025
2276,26-07-2022,C9635,Home Office,Germany,Munich,Home Appliances,Refrigerator,3,1244,0,373.2,4105.2,Credit Card,Returned,26-07-2022
2277,02-04-2024,C6178,Home Office,USA,New York,Home Appliances,Refrigerator,5,1423,100,711.5,7726.5,Net Banking,Completed,02-04-2024
2278,23-01-2021,C7213,Consumer,UK,Manchester,Electronics,Headphones,2,2825,150,565,6065,Cash,Returned,23-01-2021
2279,19-03-2022,C9268,Home Office,UK,London,Fashion,Jeans,1,2317,0,231.7,2548.7,Net Banking,Completed,19-03-2022
2280,23-06-2021,C1652,Home Office,UK,London,Electronics,Mobile,5,2033,0,1016.5,11181.5,Credit Card,Returned,23-06-2021
2281,13-10-2025,C3939,Home Office,India,Delhi,Fashion,Shoes,1,2513,150,251.3,2614.3,Net Banking,Cancelled,13-10-2025
2282,14-10-2021,C7821,Corporate,Germany,Munich,Groceries,Spices,1,1929,50,192.9,2071.9,UPI,Completed,14-10-2021
2283,25-01-2021,C8087,Corporate,UK,London,Fashion,Shoes,2,2267,0,453.4,4987.4,UPI,Cancelled,25-01-2021
2284,15-04-2025,C4972,Home Office,India,Delhi,Groceries,Oil,2,2267,100,453.4,4887.4,Cash,Returned,15-04-2025
2285,02-12-2025,C8868,Consumer,India,Mumbai,Groceries,Oil,5,2692,0,1346,14806,Debit Card,Cancelled,02-12-2025
2286,22-01-2022,C1537,Corporate,USA,New York,Electronics,Headphones,2,1382,50,276.4,2990.4,Cash,Completed,22-01-2022
2287,17-11-2023,C6417,Consumer,UK,Manchester,Fashion,Jeans,3,2985,0,895.5,9850.5,Cash,Cancelled,17-11-2023
2288,29-05-2025,C2137,Home Office,Germany,Berlin,Home Appliances,Microwave,3,2442,0,732.6,8058.6,Credit Card,Returned,29-05-2025
2289,14-11-2021,C9909,Consumer,India,Delhi,Groceries,Rice,5,2734,0,1367,15037,UPI,Cancelled,14-11-2021
2290,24-02-2022,C2752,Corporate,Germany,Berlin,Home Appliances,Refrigerator,3,1123,0,336.9,3705.9,Net Banking,Cancelled,24-02-2022
2291,01-08-2021,C8444,Home Office,UK,Manchester,Electronics,Headphones,4,604,0,241.6,2657.6,Credit Card,Completed,01-08-2021
2292,16-08-2025,C2995,Consumer,USA,San Francisco,Groceries,Rice,2,414,100,82.8,810.8,Debit Card,Returned,16-08-2025
2293,02-04-2024,C2964,Home Office,USA,Chicago,Fashion,Shoes,3,2410,150,723,7803,Net Banking,Cancelled,02-04-2024
2294,03-01-2021,C7863,Home Office,India,Bangalore,Home Appliances,Refrigerator,4,2467,0,986.8,10854.8,Debit Card,Cancelled,03-01-2021
2295,19-07-2025,C7950,Home Office,India,Mumbai,Electronics,Mobile,3,1712,150,513.6,5499.6,Cash,Completed,19-07-2025
2296,05-09-2023,C5028,Corporate,India,Delhi,Electronics,Laptop,4,1148,100,459.2,4951.2,Debit Card,Completed,05-09-2023
2297,02-05-2025,C5042,Corporate,India,Delhi,Groceries,Oil,4,1629,50,651.6,7117.6,Net Banking,Returned,02-05-2025
2298,28-12-2025,C3502,Corporate,India,Mumbai,Groceries,Oil,5,546,0,273,3003,Debit Card,Returned,28-12-2025
2299,29-02-2024,C6474,Home Office,India,Bangalore,Electronics,Headphones,1,2447,0,244.7,2691.7,Net Banking,Returned,29-02-2024
2300,17-03-2021,C9343,Consumer,USA,Austin,Electronics,Mobile,5,1963,100,981.5,10696.5,Credit Card,Returned,17-03-2021
2301,28-05-2022,C6146,Corporate,UK,London,Groceries,Spices,4,1821,0,728.4,8012.4,Cash,Cancelled,28-05-2022
2302,18-06-2022,C3870,Consumer,Germany,Munich,Home Appliances,Microwave,2,2485,100,497,5367,Cash,Cancelled,18-06-2022
2303,13-12-2024,C8865,Corporate,Germany,Berlin,Electronics,Laptop,1,1810,0,181,1991,Net Banking,Returned,13-12-2024
2304,12-04-2024,C8445,Home Office,USA,Chicago,Groceries,Oil,3,1835,150,550.5,5905.5,Net Banking,Completed,12-04-2024
